"status_id","created_at","user_id","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","senator"
"x892775564624486405",2017-08-02 15:54:16,"x171598736","SenBobCasey","RT @JessicaASmith8: .@SenStabenow @SenDonnelly @SenatorBaldwin @SenSchumer @SenBobCasey speaking on need for better trade deal for American…","TweetDeck",140,,,,FALSE,TRUE,0,14,,,,,,,,,,,,,,"x102055261 76456274 216503958 1074518754 17494010 171598736","JessicaASmith8 SenStabenow SenDonnelly SenatorBaldwin SenSchumer SenBobCasey","en",,,,,,,,,,,,,,,,"x892774539196866562",".@SenStabenow @SenDonnelly @SenatorBaldwin @SenSchumer @SenBobCasey speaking on need for better trade deal for American workers. https://t.co/r4CZY38m1F",2017-08-02 15:50:11,,30,"x102055261","JessicaASmith8","Jessica Smith",3034,3257,20801,"Washington, DC","DC Correspondent for Nexstar via @wish_tv, @foxbusiness. Wife to Travis. @Mizzou grad. Indy native. Finance nerd. Lover of books & travel. JesSmith@nexstar.tv",TRUE,,,,,,,,,,"Casey"
"x892772448558624769",2017-08-02 15:41:53,"x171598736","SenBobCasey","We're announcing #ABetterDeal on Trade and Jobs. Watch live now. https://t.co/7d9BgB6G0W","TweetDeck",88,,,,FALSE,FALSE,113,45,"ABetterDeal",,"facebook.com/SenatorBobCase…","https://t.co/7d9BgB6G0W","https://www.facebook.com/SenatorBobCasey/videos/1410431925676623/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x892769860895289345",2017-08-02 15:31:36,"x171598736","SenBobCasey","RT @SenStabenow: Joining @SenDonnelly @SenatorBaldwin @SenBobCasey @Senatedems to introduce A Better Deal on Trade &amp; Jobs. Watch here https…","TweetDeck",144,,,,FALSE,TRUE,0,63,,,,,,,,,,,,,,"x76456274 216503958 1074518754 171598736 73238146","SenStabenow SenDonnelly SenatorBaldwin SenBobCasey SenateDems","en",,,,,,,,,,,,,,,,"x892768348404142081","Joining @SenDonnelly @SenatorBaldwin @SenBobCasey @Senatedems to introduce A Better Deal on Trade &amp; Jobs. Watch here https://t.co/ZA1XVoJ6yF",2017-08-02 15:25:35,,139,"x76456274","SenStabenow","Sen. Debbie Stabenow",83650,2176,3285,"Washington, DC","Representing the people from the Great State of Michigan in the United States Senate",TRUE,,,,,,,,,,"Casey"
"x892766687854034944",2017-08-02 15:18:59,"x171598736","SenBobCasey","This morning, we're announcing #ABetterDeal on Trade and Jobs. Watch live at 11:30. https://t.co/cODTYlxFrz","TweetDeck",107,,,,FALSE,FALSE,98,33,"ABetterDeal",,"youtube.com/watch?v=wkRgkq…","https://t.co/cODTYlxFrz","https://www.youtube.com/watch?v=wkRgkqD-lPg",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x892141346789748736",2017-07-31 21:54:06,"x171598736","SenBobCasey","RT @dailyitem: https://t.co/WHNcvz0sfK - Sen. Casey sees signs of compromise on health care","TweetDeck",91,,,,FALSE,TRUE,0,15,,,"bsfurl.com/38Kgc","https://t.co/WHNcvz0sfK","http://bsfurl.com/38Kgc",,,,,,,,,"x27884326","dailyitem","en",,,,,,,,,,,,,,,,"x892121290215231488","https://t.co/WHNcvz0sfK - Sen. Casey sees signs of compromise on health care",2017-07-31 20:34:25,,39,"x27884326","dailyitem","The Daily Item",3896,803,21653,"Sunbury, PA","The Daily Item is a 7-day morning newspaper and online news operation serving the Central Susquehanna Valley.",FALSE,,,,,,,,,,"Casey"
"x892077753750753281",2017-07-31 17:41:25,"x171598736","SenBobCasey","This morning I visited Snyder Co. to hear what local leaders and law enforcement need to combat the opioid crisis. https://t.co/8FjQjhyZUe","Twitter for iPhone",114,,,,FALSE,FALSE,137,40,,,,,,"http://pbs.twimg.com/media/DGFL-9GXoAIZ8HF.jpg","https://t.co/8FjQjhyZUe","https://twitter.com/SenBobCasey/status/892077753750753281/photo/1","photo","http://pbs.twimg.com/media/DGFL-9GXoAIZ8HF.jpg","https://t.co/8FjQjhyZUe","https://twitter.com/SenBobCasey/status/892077753750753281/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/07d9f47c13c82000.json","Greater Susquehanna Valley Chamber of Commerce","Greater Susquehanna Valley Chamber of Commerce","poi","United States","US",,,"-76.8242783417229 -76.8242783417229 -76.8242783417229 -76.8242783417229 40.845186362608 40.845186362608 40.845186362608 40.845186362608","Casey"
"x892067989872410626",2017-07-31 17:02:37,"x171598736","SenBobCasey","RT @AndyMehalshick: Sen. Bob Casey talks with community leaders in Central PA about the opioid epidemic. The story from Snyder County on Ey…","TweetDeck",140,,,,FALSE,TRUE,0,15,,,,,,,,,,,,,,"x382901547","AndyMehalshick","en",,,,,,,,,,,,,,,,"x892067798662467597","Sen. Bob Casey talks with community leaders in Central PA about the opioid epidemic. The story from Snyder County on Eyewitness News. https://t.co/p0wk7h3ffU",2017-07-31 17:01:51,,53,"x382901547","AndyMehalshick","Andy Mehalshick",3746,202,8128,"Wilkes-Barre, PA","Andy Mehalshick is the Lead Investigator of the @WBRETV Eyewitness News I-Team. He's been covering news in Northeast PA for more than 35 years.",FALSE,,,,,,,,,,"Casey"
"x892056768754458625",2017-07-31 16:18:01,"x171598736","SenBobCasey","RT @WKOK1070: Sen. Casey comes to the Valley to address opioid crisis
https://t.co/OXhvDb1Gln","TweetDeck",93,,,,FALSE,TRUE,0,6,,,"goo.gl/JvcBP8","https://t.co/OXhvDb1Gln","https://goo.gl/JvcBP8",,,,,,,,,"x25282944","WKOK1070","en",,,,,,,,,,,,,,,,"x892005990568271872","Sen. Casey comes to the Valley to address opioid crisis
https://t.co/OXhvDb1Gln",2017-07-31 12:56:15,,10,"x25282944","WKOK1070","Newsradio 1070 WKOK",1847,250,17565,"Sunbury, PA","Award winning news 7 days a week plus your home for Phillies baseball and Penn State football in the Central Susquehanna Valley!",FALSE,,,,,,,,,,"Casey"
"x891695221779648513",2017-07-30 16:21:22,"x171598736","SenBobCasey","RT @NLC: .@SenBobCasey discusses healthcare, the urgent need to stay engaged, and more at the #NLCRetreat!  
<U+27A1><U+FE0F> https://t.co/7CBb7xsmkh #NL…","Twitter for iPhone",140,,,,FALSE,TRUE,0,25,"NLCRetreat",,"youtu.be/qbzNI3ScH94","https://t.co/7CBb7xsmkh","https://youtu.be/qbzNI3ScH94",,,,,,,,,"x15298971 171598736","NLC SenBobCasey","en",,,,,,,,,,,,,,,,"x891667171004338176",".@SenBobCasey discusses healthcare, the urgent need to stay engaged, and more at the #NLCRetreat!  
<U+27A1><U+FE0F> https://t.co/7CBb7xsmkh #NLCFamily https://t.co/dPuGQJiXJO",2017-07-30 14:29:54,,59,"x15298971","NLC","New Leaders Council",9396,2958,8333,"United States","NLC trains and promotes the next generation of progressive leaders.",TRUE,,,,,,,,,,"Casey"
"x890821171112853504",2017-07-28 06:28:12,"x171598736","SenBobCasey","Tonight we also commend @SenatorCollins &amp; @lisamurkowski for their votes in favor of protecting health care for Americans","Twitter for iPhone",125,,,,FALSE,FALSE,1508,351,,,,,,,,,,,,,,"x19726613 18061669","SenatorCollins lisamurkowski","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890819281893548032",2017-07-28 06:20:42,"x171598736","SenBobCasey","Thank you @SenJohnMcCain for your courageous vote","Twitter for iPhone",49,,,,FALSE,FALSE,2429,516,,,,,,,,,,,,,,"x19394188","SenJohnMcCain","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890814758286311425",2017-07-28 06:02:43,"x171598736","SenBobCasey","It’s now time for us to work together on commonsense solutions that will make our health care system more affordable and bring down costs.","Twitter for iPhone",138,"x890813929957478400","x171598736","SenBobCasey",FALSE,FALSE,1408,293,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890813929957478400",2017-07-28 05:59:26,"x171598736","SenBobCasey","The Senate Republican health care plan was a terrible bill for the middle class and that’s why it was rejected on a bipartisan basis.","Twitter for iPhone",133,,,,FALSE,FALSE,1920,379,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json","Washington","Washington, DC","city","United States","US",,,"-77.119401 -76.909396 -76.909396 -77.119401 38.801826 38.801826 38.9953797 38.9953797","Casey"
"x890788420150214656",2017-07-28 04:18:04,"x171598736","SenBobCasey","There's a tragic irony that on the 52nd anniversary, the @SenateGOP will vote to undo much of the good you and that gavel achieved. https://t.co/G9p3dfGXjt","Twitter Web Client",131,,,,TRUE,FALSE,389,158,,,"twitter.com/JohnDingell/st…","https://t.co/G9p3dfGXjt","https://twitter.com/JohnDingell/status/890777824273059840",,,,,,,,,"x14344823","SenateGOP","en","x890777824273059840","The gavel I used to pass Medicare bears the signatures of fellow architects of the bill. I dusted it off &amp; used it again when we passed ACA. https://t.co/gxW80w1QjD",2017-07-28 03:35:57,,2939,802,"x109025212","JohnDingell","John Dingell",221719,2664,5325,"Southeast Michigan","Former Congressman from Michigan's 12th District. @RepDebDingell's husband. Fan of @umich and all things Detroit.",TRUE,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890784137576988672",2017-07-28 04:01:03,"x171598736","SenBobCasey","On a day we should be celebrating Medicare/Medicaid's 52nd anniversary, the @SenateGOP will vote to take health care away from millions.","Twitter Web Client",136,,,,FALSE,FALSE,662,488,,,,,,,,,,,,,,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json","Washington","Washington, DC","city","United States","US",,,"-77.119401 -76.909396 -76.909396 -77.119401 38.801826 38.801826 38.9953797 38.9953797","Casey"
"x890779715652517888",2017-07-28 03:43:28,"x171598736","SenBobCasey","The @SenateGOP won't even yield for questions about their own bill. Maybe because it’s indefensible?","Twitter Web Client",100,"x890779350404136960","x171598736","SenBobCasey",FALSE,FALSE,1163,597,,,,,,,,,,,,,,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json","Washington","Washington, DC","city","United States","US",,,"-77.119401 -76.909396 -76.909396 -77.119401 38.801826 38.801826 38.9953797 38.9953797","Casey"
"x890779350404136960",2017-07-28 03:42:01,"x171598736","SenBobCasey",".@SenateGOP is refusing to allow additional time to speak on this bill even though it was just released a little over an hour ago.","Twitter Web Client",130,,,,FALSE,FALSE,850,611,,,,,,,,,,,,,,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json","Washington","Washington, DC","city","United States","US",,,"-77.119401 -76.909396 -76.909396 -77.119401 38.801826 38.801826 38.9953797 38.9953797","Casey"
"x890778865748127746",2017-07-28 03:40:06,"x171598736","SenBobCasey",".@SenateGOP said “we’re not trying to hurt anyone.” Try telling that to the 15 million who will lose their insurance.","TweetDeck",117,,,,FALSE,FALSE,753,359,,,,,,,,,,,,,,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890776090482008066",2017-07-28 03:29:04,"x171598736","SenBobCasey","Take in all of table 3 on this @USCBO analysis of the @SenateGOP scheme. What a terrible bill for the middle class https://t.co/XTdh46zUkW","Twitter for iPhone",114,"x890775142565019648","x171598736","SenBobCasey",FALSE,FALSE,219,197,,,,,,"http://pbs.twimg.com/media/DFysIG5XkAcL_qM.jpg","https://t.co/XTdh46zUkW","https://twitter.com/SenBobCasey/status/890776090482008066/photo/1","photo","http://pbs.twimg.com/media/DFysIG5XkAcL_qM.jpg","https://t.co/XTdh46zUkW","https://twitter.com/SenBobCasey/status/890776090482008066/photo/1",,"x1531265618 14344823","USCBO SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890775142565019648",2017-07-28 03:25:18,"x171598736","SenBobCasey","Think you're safe from @SenateGOP scheme if you have employer based coverage? Nope, 2 million fewer w/ employer based care by 2026 https://t.co/0O1Ix6lpkN","Twitter for iPhone",130,"x890774314861170688","x171598736","SenBobCasey",FALSE,FALSE,359,426,,,,,,"http://pbs.twimg.com/media/DFyrRCYXUAAHIBo.jpg","https://t.co/0O1Ix6lpkN","https://twitter.com/SenBobCasey/status/890775142565019648/photo/1","photo","http://pbs.twimg.com/media/DFyrRCYXUAAHIBo.jpg","https://t.co/0O1Ix6lpkN","https://twitter.com/SenBobCasey/status/890775142565019648/photo/1",,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890774314861170688",2017-07-28 03:22:01,"x171598736","SenBobCasey","2026 under @SenateGOP scheme 6 million fewer insured in health care marketplace https://t.co/D4cWwrKRmG","Twitter for iPhone",79,"x890773474557517825","x171598736","SenBobCasey",FALSE,FALSE,178,143,,,,,,"http://pbs.twimg.com/media/DFyqg8yW0AAic4i.jpg","https://t.co/D4cWwrKRmG","https://twitter.com/SenBobCasey/status/890774314861170688/photo/1","photo","http://pbs.twimg.com/media/DFyqg8yW0AAic4i.jpg","https://t.co/D4cWwrKRmG","https://twitter.com/SenBobCasey/status/890774314861170688/photo/1",,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890773474557517825",2017-07-28 03:18:40,"x171598736","SenBobCasey","Fast forward to 2026 and @SenateGOP scheme means 7 million fewer w/ Medicaid https://t.co/jhMHMmIdSk","Twitter for iPhone",76,"x890772892450947077","x171598736","SenBobCasey",FALSE,FALSE,220,207,,,,,,"http://pbs.twimg.com/media/DFypwCkWsAADSb5.jpg","https://t.co/jhMHMmIdSk","https://twitter.com/SenBobCasey/status/890773474557517825/photo/1","photo","http://pbs.twimg.com/media/DFypwCkWsAADSb5.jpg","https://t.co/jhMHMmIdSk","https://twitter.com/SenBobCasey/status/890773474557517825/photo/1",,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890772892450947077",2017-07-28 03:16:21,"x171598736","SenBobCasey","Under @SenateGOP scheme 15 million Americans will lose their coverage next year https://t.co/XZaUpIKtou","Twitter for iPhone",79,"x890772099463352321","x171598736","SenBobCasey",FALSE,FALSE,295,302,,,,,,"http://pbs.twimg.com/media/DFypNugXYAARVQ-.jpg","https://t.co/XZaUpIKtou","https://twitter.com/SenBobCasey/status/890772892450947077/photo/1","photo","http://pbs.twimg.com/media/DFypNugXYAARVQ-.jpg","https://t.co/XZaUpIKtou","https://twitter.com/SenBobCasey/status/890772892450947077/photo/1",,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890772099463352321",2017-07-28 03:13:12,"x171598736","SenBobCasey","We've got a CBO score on this obnoxious @SenateGOP bill and I've got my red pen. Let's go through it together https://t.co/bLeqIsgd12","Twitter for iPhone",109,,,,FALSE,FALSE,1035,515,,,,,,"http://pbs.twimg.com/media/DFyof4sXYAA_2Be.jpg","https://t.co/bLeqIsgd12","https://twitter.com/SenBobCasey/status/890772099463352321/photo/1","photo","http://pbs.twimg.com/media/DFyof4sXYAA_2Be.jpg","https://t.co/bLeqIsgd12","https://twitter.com/SenBobCasey/status/890772099463352321/photo/1",,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890764941300568066",2017-07-28 02:44:46,"x171598736","SenBobCasey","We have more work to do tonight. More work to do tomorrow and in the days ahead. I'm grateful you're with us morning, noon, and night.","TweetDeck",134,,,,FALSE,FALSE,1219,223,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890764390433206272",2017-07-28 02:42:34,"x171598736","SenBobCasey","RT @theAmirAli: Senator Casey says this bill is fraudulent and a sham. And that was @LindseyGrahamSC's own description. https://t.co/gVS0cT…","TweetDeck",140,,,,FALSE,TRUE,0,159,,,,,,,,,,,,,,"x476559128 432895323","theAmirAli LindseyGrahamSC","en",,,,,,,,,,,,,,,,"x890763533176197120","Senator Casey says this bill is fraudulent and a sham. And that was @LindseyGrahamSC's own description. https://t.co/gVS0cT6LMR",2017-07-28 02:39:10,,246,"x476559128","theAmirAli","Amir Ali",574,421,594,"Washington, DC","Supreme Court lawyer @MacArthrJustice. Lecturer at @Harvard_Law and Adjunct Prof at @GeorgetownLaw.",FALSE,,,,,,,,,,"Casey"
"x890760527928053761",2017-07-28 02:27:14,"x171598736","SenBobCasey","7yrs later @SenateGOP health care plan is nothing but an 8 page wrecking ball for middle class families https://t.co/wbC2hDkWoO","Twitter for iPhone",103,"x890759273889894400","x171598736","SenBobCasey",FALSE,FALSE,2765,1977,,,,,,"http://pbs.twimg.com/media/DFyd-UNXcAI9hNp.jpg","https://t.co/wbC2hDkWoO","https://twitter.com/SenBobCasey/status/890760527928053761/photo/1","photo","http://pbs.twimg.com/media/DFyd-UNXcAI9hNp.jpg","https://t.co/wbC2hDkWoO","https://twitter.com/SenBobCasey/status/890760527928053761/photo/1",,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890759273889894400",2017-07-28 02:22:15,"x171598736","SenBobCasey","I found the page where this scheme provides ""insurance for everybody"" and ensures ""no one will be worse off financially."" https://t.co/bT17UlJrR8","Twitter for iPhone",121,"x890758583264182273","x171598736","SenBobCasey",FALSE,FALSE,9201,4120,,,,,,"http://pbs.twimg.com/media/DFyc1QzXcAAJaUQ.jpg","https://t.co/bT17UlJrR8","https://twitter.com/SenBobCasey/status/890759273889894400/photo/1","photo","http://pbs.twimg.com/media/DFyc1QzXcAAJaUQ.jpg","https://t.co/bT17UlJrR8","https://twitter.com/SenBobCasey/status/890759273889894400/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890758583264182273",2017-07-28 02:19:30,"x171598736","SenBobCasey","This new health care scheme by @SenateGOP doesn't improve our health care system- it just increases costs for PA families","Twitter for iPhone",121,"x890758243231961090","x171598736","SenBobCasey",FALSE,FALSE,1329,703,,,,,,,,,,,,,,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890758243231961090",2017-07-28 02:18:09,"x171598736","SenBobCasey","This ""health care freedom"" scheme also frees Pennsylvanians from their hard earned money- premiums up 20%","Twitter for iPhone",105,"x890757806172844033","x171598736","SenBobCasey",FALSE,FALSE,1503,911,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890757806172844033",2017-07-28 02:16:25,"x171598736","SenBobCasey","Can't make it up. It's called ""health care freedom act."" It frees people to be sick without insurance https://t.co/EpDP27dvFn","Twitter for iPhone",101,"x890757189970923521","x171598736","SenBobCasey",FALSE,FALSE,5597,4115,,,,,,"http://pbs.twimg.com/media/DFybgBHXcAAfmCv.jpg","https://t.co/EpDP27dvFn","https://twitter.com/SenBobCasey/status/890757806172844033/photo/1","photo","http://pbs.twimg.com/media/DFybgBHXcAAfmCv.jpg","https://t.co/EpDP27dvFn","https://twitter.com/SenBobCasey/status/890757806172844033/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890757189970923521",2017-07-28 02:13:58,"x171598736","SenBobCasey","Section 102 of this scheme means large employers will no longer have to provide insurance https://t.co/IsIfmR0Ej1","Twitter for iPhone",89,"x890756612293632000","x171598736","SenBobCasey",FALSE,FALSE,2954,4181,,,,,,"http://pbs.twimg.com/media/DFya8FJXYAAvyOm.jpg","https://t.co/IsIfmR0Ej1","https://twitter.com/SenBobCasey/status/890757189970923521/photo/1","photo","http://pbs.twimg.com/media/DFya8FJXYAAvyOm.jpg","https://t.co/IsIfmR0Ej1","https://twitter.com/SenBobCasey/status/890757189970923521/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890756612293632000",2017-07-28 02:11:40,"x171598736","SenBobCasey","Sec 101 in this scheme. Your premiums go up 20% https://t.co/lzy5czwGYh","Twitter for iPhone",47,"x890756040412848132","x171598736","SenBobCasey",FALSE,FALSE,1977,2219,,,,,,"http://pbs.twimg.com/media/DFyaafRXsAAtLym.jpg","https://t.co/lzy5czwGYh","https://twitter.com/SenBobCasey/status/890756612293632000/photo/1","photo","http://pbs.twimg.com/media/DFyaafRXsAAtLym.jpg","https://t.co/lzy5czwGYh","https://twitter.com/SenBobCasey/status/890756612293632000/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890756040412848132",2017-07-28 02:09:24,"x171598736","SenBobCasey","This scheme decimates our nation's ability to prevent outbreaks and respond to emergencies https://t.co/IAqC277vpd","Twitter for iPhone",90,"x890755538954448896","x171598736","SenBobCasey",FALSE,FALSE,1682,1845,,,,,,"http://pbs.twimg.com/media/DFyZ5B8WsAApySS.jpg","https://t.co/IAqC277vpd","https://twitter.com/SenBobCasey/status/890756040412848132/photo/1","photo","http://pbs.twimg.com/media/DFyZ5B8WsAApySS.jpg","https://t.co/IAqC277vpd","https://twitter.com/SenBobCasey/status/890756040412848132/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890755538954448896",2017-07-28 02:07:24,"x171598736","SenBobCasey","No wonder @SenateGOP was hiding this bill. It's a terrible scheme that will devastate the middle class. Let's go to the text","Twitter for iPhone",124,,,,FALSE,FALSE,8949,5742,,,,,,,,,,,,,,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890753685428502529",2017-07-28 02:00:02,"x171598736","SenBobCasey",".@SenateMajLdr just put forth a new health care scheme- not publicly available before this moment &amp; he's calling for an immediate vote.","TweetDeck",139,,,,FALSE,FALSE,1209,1289,,,,,,,,,,,,,,"x1249982359","SenateMajLdr","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890745398264041472",2017-07-28 01:27:06,"x171598736","SenBobCasey","Another shameful byproduct of the @SenateGOP’s scheme. https://t.co/cqufl7muEA","Twitter for iPhone",54,,,,TRUE,FALSE,252,133,,,"twitter.com/sarahkliff/sta…","https://t.co/cqufl7muEA","https://twitter.com/sarahkliff/status/890744825871552512",,,,,,,,,"x14344823","SenateGOP","en","x890744825871552512","Periodic reminder that uncertainty over ACA future has enrollees hoarding pills, planning moves.
 
https://t.co/A9RR1P4qzk",2017-07-28 01:24:50,,447,410,"x19734832","sarahkliff","Sarah Kliff",119109,1164,19187,"Washington, DC","Senior Policy Correspondent @voxdotcom. Host of THE IMPACT, a podcast about how policy affects people. Listen/subscribe to our first season. <f0><U+009F><U+0091><U+0087>",TRUE,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json","Washington","Washington, DC","city","United States","US",,,"-77.119401 -76.909396 -76.909396 -77.119401 38.801826 38.801826 38.9953797 38.9953797","Casey"
"x890740926531981312",2017-07-28 01:09:20,"x171598736","SenBobCasey","While I continue to fight this scheme, @NYTimes has staggering numbers on who is at risk across the county. https://t.co/FrE2JftJyU","TweetDeck",131,,,,FALSE,FALSE,591,609,,,"nytimes.com/interactive/20…","https://t.co/FrE2JftJyU","https://www.nytimes.com/interactive/2017/07/27/us/people-who-gained-insurance-by-state.html",,,,,,,,,"x807095","nytimes","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890720593104044032",2017-07-27 23:48:32,"x171598736","SenBobCasey","RT @pahealthaccess: Just in case anyone forgot there are millions of lives on the line as we rush towards a vote. @SenBobCasey @SenToomey m…","TweetDeck",140,,,,FALSE,TRUE,0,75,,,,,,,,,,,,,,"x131188107 171598736 221162525","pahealthaccess SenBobCasey SenToomey","en",,,,,,,,,,,,,,,,"x890720375834898432","Just in case anyone forgot there are millions of lives on the line as we rush towards a vote. @SenBobCasey @SenToomey meet Casey https://t.co/2LOqiZxN6r",2017-07-27 23:47:41,,114,"x131188107","pahealthaccess","PA Health Access",1876,1327,6876,"Pennsylvania","PA's leading consumer driven organization. We are focused on making our health care system more affordable, equitable and accessible for all Pennsylvanians",FALSE,,,,,,,,,,"Casey"
"x890650872614502400",2017-07-27 19:11:30,"x171598736","SenBobCasey","The @SenateGOP obsession with undermining our health care system is already doing harm to patients. https://t.co/4YO4hsm88g","Twitter Web Client",123,,,,FALSE,FALSE,750,502,,,"nytimes.com/2017/07/27/hea…","https://t.co/4YO4hsm88g","https://www.nytimes.com/2017/07/27/health/obamacare-repeal-healthcare-anxiety.html",,,,,,,,,"x14344823","SenateGOP","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890647236849414144",2017-07-27 18:57:03,"x171598736","SenBobCasey","RT @jimwallis: With Rev. Alexander and @SenBobCasey praying for our nation's health care system. https://t.co/HFoz0P7TWS","TweetDeck",120,,,,FALSE,TRUE,0,17,,,,,,"http://pbs.twimg.com/media/DFwtbVfUMAAisbT.jpg","https://t.co/HFoz0P7TWS","https://twitter.com/jimwallis/status/890636777026973696/photo/1","photo","http://pbs.twimg.com/media/DFwtbVfUMAAisbT.jpg","https://t.co/HFoz0P7TWS","https://twitter.com/jimwallis/status/890636777026973696/photo/1",,"x17322445 171598736","jimwallis SenBobCasey","en",,,,,,,,,,,,,,,,"x890636777026973696","With Rev. Alexander and @SenBobCasey praying for our nation's health care system. https://t.co/HFoz0P7TWS",2017-07-27 18:15:29,,74,"x17322445","jimwallis","Jim Wallis",40292,657,8513,"Washington, DC","President and Founder of @Sojourners. Dad.  Host of Jim Wallis: In Conversation https://t.co/060h8SzWec  Latest book: https://t.co/1wjmzgB5L3",TRUE,,,,,,,,,,"Casey"
"x890615330388586496",2017-07-27 16:50:16,"x171598736","SenBobCasey","Pennsylvania’s hospitals could lose $526 million a year for unpaid care.","Twitter for iPhone",72,"x890615022090502146","x171598736","SenBobCasey",FALSE,FALSE,138,84,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
"x890615022090502146",2017-07-27 16:49:02,"x171598736","SenBobCasey","Pennsylvanians buying health coverage could pay over $1,000 more per year.","Twitter for iPhone",74,"x890614892822093824","x171598736","SenBobCasey",FALSE,FALSE,163,131,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casey"
